Log_Return,Date
0.0662417704953366,2018-07-15
0.041454143340621,2018-07-16
-0.0417558378416167,2018-07-17
-0.0229325810865442,2018-07-18
-0.0411242144011101,2018-07-19
0.0257106921036439,2018-07-20
-0.00602759235690442,2018-07-21
-0.0193392500867935,2018-07-22
0.0613376334413749,2018-07-23
-0.0144560155189035,2018-07-24
-0.0180586928786273,2018-07-25
0.0120575094341735,2018-07-26
-0.00591093203238557,2018-07-27
-0.000499165027097348,2018-07-28
-0.0207510698359075,2018-07-29
-0.0521225602091402,2018-07-30
-0.0307063204297808,2018-07-31
-0.0195022233699245,2018-08-01
0.0135785127524102,2018-08-02
-0.02667582085855,2018-08-03
0.00798269023158671,2018-08-04
-0.009442370300766,2018-08-05
-0.0672356410907664,2018-08-06
-0.0640856918693293,2018-08-07
0.0248558720374525,2018-08-08
-0.0898392665083962,2018-08-09
-0.0367684741810672,2018-08-10
-0.007922947097323,2018-08-11
-0.109255297513358,2018-08-12
-0.0267530169310906,2018-08-13
0.0122290187087053,2018-08-14
0.0199230865664255,2018-08-15
0.0917641084871237,2018-08-16
-0.0651601054029127,2018-08-17
0.0168345094928721,2018-08-18
-0.0922815790732017,2018-08-19
0.0274313812667657,2018-08-20
-0.0383321261381964,2018-08-21
0.0210165579019961,2018-08-22
0.0209374169882794,2018-08-23
-0.0118058151422575,2018-08-24
-0.0160373311345889,2018-08-25
0.0371155519747157,2018-08-26
0.0374410980341127,2018-08-27
-0.0245380901092949,2018-08-28
-0.0181618051724968,2018-08-29
-0.00388290210824049,2018-08-30
0.0426696063737984,2018-08-31
-0.00328974776362134,2018-09-01
-0.01751839244859,2018-09-02
-0.0122997088910104,2018-09-03
-0.206859728847355,2018-09-04
-0.00914941565550009,2018-09-05
-0.0581812235885977,2018-09-06
-0.0928128684039011,2018-09-07
-0.00520169833847284,2018-09-08
0.000786791022081346,2018-09-09
-0.0628921524191064,2018-09-10
-0.0094192563146569,2018-09-11
0.142241242234514,2018-09-12
0.00186710620131603,2018-09-13
0.0521019994801613,2018-09-14
-0.0112023131575025,2018-09-15
-0.10866574603431,2018-09-16
0.0593529863853446,2018-09-17
-2.86323890819062e-05,2018-09-18
0.0673211114238894,2018-09-19
0.0934217226033134,2018-09-20
-0.0250657968533776,2018-09-21
0.0158828693750657,2018-09-22
-0.0659775275949297,2018-09-23
-0.0457333306996075,2018-09-24
-0.0122390970875443,2018-09-25
0.0569401415490169,2018-09-26
-0.0270234412460546,2018-09-27
0.0406763116532876,2018-09-28
0.005223074913002,2018-09-29
-0.00897301172556375,2018-09-30
-0.0156658419184161,2018-10-01
-0.0298992586390607,2018-10-02
0.00781109307507233,2018-10-03
0.0239351961027952,2018-10-04
-0.0109605159726245,2018-10-05
0.00442785147839153,2018-10-06
0.0137735203252332,2018-10-07
-0.00556828642137131,2018-10-08
-0.00975431717224406,2018-10-09
-0.175128628841518,2018-10-10
0.0374332957371522,2018-10-11
0.015705059118539,2018-10-12
-0.0208625664225321,2018-10-13
0.0690374897943276,2018-10-14
0.00198178353815415,2018-10-15
-0.0145591270092202,2018-10-16
-0.0181811531284346,2018-10-17
0.00184239470404268,2018-10-18
0.00832442237333009,2018-10-19
-0.00140289670774951,2018-10-20
-0.00536672625459467,2018-10-21
0.00143000659279835,2018-10-22
-0.00237142797963585,2018-10-23
-0.0055735108297208,2018-10-24
0.00300457815540689,2018-10-25
0.0043235782003519,2018-10-26
0.00564482810641032,2018-10-27
-0.0403370184466842,2018-10-28
0.00156536838775079,2018-10-29
-0.000886232552449684,2018-10-30
0.00752551562028359,2018-10-31
0.00882594043626206,2018-11-01
-0.00224035261524058,2018-11-02
0.0358168696154806,2018-11-03
0.00770574929098356,2018-11-04
0.0437967142088089,2018-11-05
-0.00582598094242481,2018-11-06
-0.0230649932744003,2018-11-07
-0.0102154448417888,2018-11-08
0.0116374205515939,2018-11-09
-0.00562910186495635,2018-11-10
-0.00437216830343523,2018-11-11
-0.0172181443726762,2018-11-12
-0.13118986336482,2018-11-13
-0.00326338279695992,2018-11-14
-0.0316277304854253,2018-11-15
-0.00673581620861707,2018-11-16
0.0174671111159386,2018-11-17
-0.171408064151288,2018-11-18
-0.134981346524278,2018-11-19
0.0476573012585666,2018-11-20
-0.0759266381959627,2018-11-21
-0.0272814978344593,2018-11-22
-0.0828379537014916,2018-11-23
0.0257119720470911,2018-11-24
-0.0722337016401768,2018-11-25
0.015343020003467,2018-11-26
0.107033523150688,2018-11-27
-0.0408035826505211,2018-11-28
-0.037897524856862,2018-11-29
0.047152559985129,2018-11-30
-0.0191190860425969,2018-12-01
-0.0662774412625353,2018-12-02
0.0117658989081217,2018-12-03
-0.0728013538320873,2018-12-04
-0.110436312191345,2018-12-05
0.0165738616320699,2018-12-06
-0.0122395736338312,2018-12-07
0.0318488744232601,2018-12-08
-0.0370052104664822,2018-12-09
-0.0303442918377748,2018-12-10
0.018358628622769,2018-12-11
-0.0457814510843795,2018-12-12
-0.0261185371904045,2018-12-13
0.00157055678213514,2018-12-14
0.00967921418874607,2018-12-15
0.109554563993681,2018-12-16
0.0609487275058056,2018-12-17
0.00154284249973102,2018-12-18
0.137681864841982,2018-12-19
-0.0595679118439634,2018-12-20
0.0642261265508308,2018-12-21
0.113287544644903,2018-12-22
0.0699372293914493,2018-12-23
-0.0770046422499,2018-12-24
0.0154470702466547,2018-12-25
-0.123240791203274,2018-12-26
0.16614990176078,2018-12-27
0.00269401440882344,2018-12-28
0.0132514147909779,2018-12-29
-0.0475237402987387,2018-12-30
0.0543640469236699,2018-12-31
0.0962544047788167,2019-01-01
-0.0388807052573119,2019-01-02
0.0358723086752972,2019-01-03
0.00681231552256989,2019-01-04
0.0134507914640674,2019-01-05
-0.0390876807002787,2019-01-06
-0.00886975348718977,2019-01-07
0.00294513395535567,2019-01-08
-0.159072501596623,2019-01-09
-0.00840730449718929,2019-01-10
-0.0124790756528981,2019-01-11
-0.0747161537286312,2019-01-12
0.0990449391705281,2019-01-13
-0.0560558576618977,2019-01-14
0.012332955405693,2019-01-15
0.00157598645849966,2019-01-16
-0.0223227544698918,2019-01-17
0.0285831234028473,2019-01-18
-0.0413527453794309,2019-01-19
-0.0195835420522466,2019-01-20
0.0134776316550873,2019-01-21
-0.0109649205202516,2019-01-22
-0.000764183010107722,2019-01-23
-0.0084242633208893,2019-01-24
0.000948154696631676,2019-01-25
-0.0268265769719083,2019-01-26
-0.0619785850237218,2019-01-27
-0.00934799661345753,2019-01-28
0.0308578074123682,2019-01-29
-0.017100378628923,2019-01-30
0.00511272327645784,2019-01-31
0.0258725896485457,2019-02-01
-0.026961549898429,2019-02-02
0.00305538741945899,2019-02-03
-0.00351271385958896,2019-02-04
-0.023773935766358,2019-02-05
-0.00366655541120053,2019-02-06
0.1318461091412,2019-02-07
0.0013669037372992,2019-02-08
0.0440266059122054,2019-02-09
-0.0285108740463755,2019-02-10
0.0104474025043775,2019-02-11
-0.000152452275093751,2019-02-12
-0.00953832626642193,2019-02-13
0.00583336715477323,2019-02-14
0.00945413909108961,2019-02-15
0.0805441574527173,2019-02-16
0.0894383271079748,2019-02-17
-0.00516186473729796,2019-02-18
0.0285414672405206,2019-02-19
-0.0231573728407204,2019-02-20
0.0200641913049893,2019-02-21
0.0630501351202861,2019-02-22
-0.156045815113187,2019-02-23
0.028805419435936,2019-02-24
-0.012473042698482,2019-02-25
-0.0143226592826213,2019-02-26
0.00454634845536717,2019-02-27
-0.00221550769305701,2019-02-28
-0.0165284328502393,2019-03-01
-0.0146933637325413,2019-03-02
-0.0344256362658921,2019-03-03
0.0757017638975155,2019-03-04
0.00699151770542983,2019-03-05
-0.00545367652016271,2019-03-06
-0.0212880219192328,2019-03-07
0.0207868042123467,2019-03-08
-0.00878450880171844,2019-03-09
-0.0216174772191966,2019-03-10
0.00453901926723432,2019-03-11
-0.00881427238441912,2019-03-12
0.00335999981035418,2019-03-13
0.0293325701866856,2019-03-14
0.0336094368877333,2019-03-15
-0.016980859922012,2019-03-16
-0.00448105025035339,2019-03-17
0.00817881199595849,2019-03-18
0.00118888136098594,2019-03-19
-0.029212070450729,2019-03-20
0.00398352706628291,2019-03-21
0.00768590644184641,2019-03-22
-0.00910488147668342,2019-03-23
-0.0143809314904519,2019-03-24
0.00317449940281911,2019-03-25
0.0399968714984915,2019-03-26
-0.0112102460518333,2019-03-27
0.0218582392227953,2019-03-28
-0.00284436646678188,2019-03-29
-0.00408018313696257,2019-03-30
0.00223207593199515,2019-03-31
0.145001716890636,2019-04-01
-0.0153831365667667,2019-04-02
-0.0213225238633337,2019-04-03
0.0461334166751053,2019-04-04
0.00260879483852428,2019-04-05
0.0504363877635345,2019-04-06
0.0322876236414942,2019-04-07
-0.0232589124209452,2019-04-08
0.00691978363401091,2019-04-09
-0.0691013593950913,2019-04-10
-0.00460703522861916,2019-04-11
-0.0013544555898477,2019-04-12
0.0200105748485786,2019-04-13
-0.03803799008507,2019-04-14
0.0367557461640757,2019-04-15
-0.00402114029339451,2019-04-16
0.040286992890878,2019-04-17
-0.00060767872640799,2019-04-18
0.000246537944363467,2019-04-19
-0.0215527005517586,2019-04-20
0.0106934433123014,2019-04-21
-0.00248666641259909,2019-04-22
-0.0333392223301017,2019-04-23
-0.0710083720311747,2019-04-24
0.0121472316984725,2019-04-25
0.0132655324943887,2019-04-26
-0.0072205233117133,2019-04-27
-0.0133960251259451,2019-04-28
0.0438932246235462,2019-04-29
-0.00834526327443452,2019-04-30
0.00807856274172369,2019-05-01
0.0353266609739986,2019-05-02
-0.0236521595969297,2019-05-03
-0.00351708426082276,2019-05-04
0.0547736296609847,2019-05-05
-0.01667165715034,2019-05-06
0.00674700553575036,2019-05-07
-0.00386159124285701,2019-05-08
0.0166175791577681,2019-05-09
0.115309301627589,2019-05-10
-0.0365789087920989,2019-05-11
0.0495763663186688,2019-05-12
0.0981586618614561,2019-05-13
0.129426028192288,2019-05-14
0.0659791942267125,2019-05-15
-0.0797840669042307,2019-05-16
-0.0383413486580846,2019-05-17
0.107777740765704,2019-05-18
-0.0367484571455199,2019-05-19
0.0132188920062433,2019-05-20
-0.0420812468069531,2019-05-21
0.00516343286589027,2019-05-22
0.0142067678027278,2019-05-23
0.00907701131536243,2019-05-24
0.0590337077706664,2019-05-25
0.0214590662733105,2019-05-26
-0.00401715574081774,2019-05-27
-0.00854740881392146,2019-05-28
-0.0517776455676495,2019-05-29
0.0467842989294232,2019-05-30
-0.0102053946465954,2019-05-31
0.0180516755860829,2019-06-01
-0.067418304988176,2019-06-02
-0.0456368650348429,2019-06-03
0.0233931154218654,2019-06-04
0.00976121064441937,2019-06-05
0.00581940228191513,2019-06-06
-0.0209091199291978,2019-06-07
-0.0528558391649474,2019-06-08
0.0600814085175614,2019-06-09
-0.00704762336253673,2019-06-10
0.0597055297467888,2019-06-11
-0.0183132273970044,2019-06-12
0.0304437726596172,2019-06-13
0.0185028436284576,2019-06-14
0.000757606471658789,2019-06-15
0.0188678935773332,2019-06-16
-0.0344832277469758,2019-06-17
0.0163898076668279,2019-06-18
0.00836486825860661,2019-06-19
0.0819910283290941,2019-06-20
0.0479001291057575,2019-06-21
-0.00503079683140673,2019-06-22
0.00840080514112707,2019-06-23
0.0245072063395675,2019-06-24
0.0569017291744975,2019-06-25
-0.134860550667622,2019-06-26
0.0560299837793421,2019-06-27
0.0279854582171373,2019-06-28
-0.0962271394247445,2019-06-29
0.0100803250510122,2019-06-30
-0.00698753975334565,2019-07-01
0.0386919270443773,2019-07-02
-0.063247823715745,2019-07-03
0.0121370155995546,2019-07-04
-0.0015651577833129,2019-07-05
0.0612193283162998,2019-07-06
0.024400008510467,2019-07-07
-0.0140499475053399,2019-07-08
-0.0630672088036182,2019-07-09
-0.0762783649148746,2019-07-10
0.0277923560184918,2019-07-11
-0.024987403926108,2019-07-12
-0.168922188683776,2019-07-13
0.00961160767632219,2019-07-14
-0.142852434545628,2019-07-15
0.0599014410066925,2019-07-16
0.0688830760973218,2019-07-17
-0.0233667558542008,2019-07-18
0.0345722139687439,2019-07-19
-0.0153425730399421,2019-07-20
-0.0364251589949252,2019-07-21
-0.0224579543276473,2019-07-22
0.0200942419752357,2019-07-23
0.011778633319941,2019-07-24
5.28722292250095e-05,2019-07-25
-0.0572531650099872,2019-07-26
0.018052522537535,2019-07-27
0.000385826074785101,2019-07-28
-0.00353470982782067,2019-07-29
0.0378982290637495,2019-07-30
-0.00387526485631984,2019-07-31
0.000289781487709639,2019-08-01
0.0209779424532499,2019-08-02
0.000805925885149605,2019-08-03
0.0505499969005125,2019-08-04
-0.0356132675560161,2019-08-05
0.00163727473382203,2019-08-06
-0.024364011303331,2019-08-07
-0.0484666546916444,2019-08-08
-0.0180022550698533,2019-08-09
0.0442775475193757,2019-08-10
-0.0224857780945662,2019-08-11
-0.0122813148853886,2019-08-12
-0.111932375495749,2019-08-13
0.0101001578399575,2019-08-14
-0.0163771296051589,2019-08-15
0.00133433314394349,2019-08-16
0.0463327589746259,2019-08-17
0.0432598556475847,2019-08-18
-0.0326634817851641,2019-08-19
-0.0504663307326227,2019-08-20
0.0234859856108862,2019-08-21
0.0174768652206945,2019-08-22
-0.0177034593296392,2019-08-23
-0.0235228944057333,2019-08-24
0.0111078670773752,2019-08-25
-0.00750559423195263,2019-08-26
-0.0754449736748128,2019-08-27
-0.0254710600135635,2019-08-28
-0.00403054637233247,2019-08-29
0.021300948368828,2019-08-30
-0.00488443239048397,2019-08-31
0.0383954121643137,2019-09-01
0.00643841088268449,2019-09-02
-0.0197278789469655,2019-09-03
-0.0101411787622787,2019-09-04
-0.0247617905848037,2019-09-05
0.0477172291517931,2019-09-06
0.0172015081672772,2019-09-07
-0.00113683959862687,2019-09-08
-0.00754875675810229,2019-09-09
-0.00592268675604402,2019-09-10
0.0127348908654508,2019-09-11
0.000517102045096252,2019-09-12
0.0378999868054919,2019-09-13
0.00891052672230153,2019-09-14
0.0378644689825949,2019-09-15
0.0566824321090405,2019-09-16
0.0132586474020178,2019-09-17
0.0457135921495295,2019-09-18
-0.0147081037457077,2019-09-19
-0.0116885150754404,2019-09-20
-0.0185965658135974,2019-09-21
-0.0465614710691025,2019-09-22
-0.183255179773931,2019-09-23
0.0164129868954177,2019-09-24
-0.0246773681993417,2019-09-25
0.046774668545198,2019-09-26
-0.000790806625507123,2019-09-27
-0.023586666684067,2019-09-28
0.0534909419893843,2019-09-29
-0.0141754583603007,2019-09-30
0.0188251737708436,2019-10-01
-0.0309719415277154,2019-10-02
0.0101405717904965,2019-10-03
-0.00358573001361506,2019-10-04
-0.0188458557299969,2019-10-05
0.0458926013271457,2019-10-06
0.00459914263937478,2019-10-07
0.0600833652590929,2019-10-08
-0.0084872756722385,2019-10-09
-0.0485892899669134,2019-10-10
-0.00959313682565366,2019-10-11
0.00688070405258667,2019-10-12
0.0264800275839558,2019-10-13
-0.0301615589777002,2019-10-14
-0.030177263178734,2019-10-15
0.0113820935225304,2019-10-16
-0.0250661034706283,2019-10-17
-0.00408798700533009,2019-10-18
0.0150461873485765,2019-10-19
-0.00350052350377528,2019-10-20
-0.0150922630507875,2019-10-21
-0.0591625404552358,2019-10-22
-0.00144346112524918,2019-10-23
0.112747397180458,2019-10-24
-0.00934108587053295,2019-10-25
0.0242088611476925,2019-10-26
-0.00860940369230878,2019-10-27
0.0411835845826092,2019-10-28
-0.0301349871531862,2019-10-29
-0.00393453442062608,2019-10-30
1.62582256759691e-05,2019-10-31
-0.000240231177589756,2019-11-01
-0.0081927521274201,2019-11-02
0.0213152694978147,2019-11-03
0.0157005833961179,2019-11-04
0.0120226439292264,2019-11-05
-0.0190605200975034,2019-11-06
-0.0202328030358485,2019-11-07
0.00442663804671106,2019-11-08
0.0237580828165793,2019-11-09
-0.0212700968353303,2019-11-10
0.00727188174539961,2019-11-11
0.00754640137509899,2019-11-12
-0.0120726031913012,2019-11-13
-0.0298965998995726,2019-11-14
0.0155398328579812,2019-11-15
0.00961217584869356,2019-11-16
-0.0249391920613524,2019-11-17
-0.0173407620605648,2019-11-18
-0.00995156220453097,2019-11-19
-0.0844942997671554,2019-11-20
-0.0718527808344964,2019-11-21
0.0207433096048932,2019-11-22
-0.0714767958656992,2019-11-23
0.0251771929113476,2019-11-24
0.0168466445724356,2019-11-25
0.0267950630117291,2019-11-26
-0.00848619878053203,2019-11-27
0.0233647382846636,2019-11-28
-0.0179606602183187,2019-11-29
-0.00891573038420912,2019-11-30
-0.0141658202791026,2019-12-01
-0.00742548300383561,2019-12-02
-0.00820270582396976,2019-12-03
0.016900933303539,2019-12-04
-0.000365563413547321,2019-12-05
-0.00286133420375911,2019-12-06
0.0166423399801587,2019-12-07
-0.0202988840603391,2019-12-08
-0.0132985439911586,2019-12-09
-0.0183466401970582,2019-12-10
0.0138032560888979,2019-12-11
-0.00453801385709696,2019-12-12
-0.0144228711809555,2019-12-13
0.00171868265162445,2019-12-14
-0.0686931699233639,2019-12-15
-0.0859965190316201,2019-12-16
0.0820833320048129,2019-12-17
-0.0287433388184546,2019-12-18
-0.00197440965922358,2019-12-19
-0.00727153192686991,2019-12-20
0.0325672205663521,2019-12-21
-0.028803645866696,2019-12-22
0.00349117498206653,2019-12-23
-0.0204239101685948,2019-12-24
-0.000738996401252301,2019-12-25
0.00673084046346339,2019-12-26
0.00867276816814222,2019-12-27
0.0489321814280448,2019-12-28
-0.0158908640869075,2019-12-29
-0.0230530266011968,2019-12-30
0.00914820658962157,2019-12-31
-0.0262731068107884,2020-01-01
0.0517087372811487,2020-01-02
0.00666809351249142,2020-01-03
0.00889948865133583,2020-01-04
0.0572352883339091,2020-01-05
-0.00528169997264172,2020-01-06
-0.0160525985817994,2020-01-07
-0.016264651093679,2020-01-08
0.0352374163386999,2020-01-09
-0.00722693934296892,2020-01-10
0.0204079962110875,2020-01-11
-0.0113571439193931,2020-01-12
0.140333169025809,2020-01-13
0.00165767993858079,2020-01-14
-0.0111287011918106,2020-01-15
0.0381281301752088,2020-01-16
0.0264974733673755,2020-01-17
-0.0490601254325469,2020-01-18
0.000901941671474837,2020-01-19
0.0153002379139968,2020-01-20
-0.00830203607970859,2020-01-21
-0.0324015844630088,2020-01-22
0.000752316737769654,2020-01-23
-0.0108977376397874,2020-01-24
0.0412564312010124,2020-01-25
0.0168365197672493,2020-01-26
0.0313265124532176,2020-01-27
-0.00751226878025157,2020-01-28
0.0536077317733668,2020-01-29
-0.024835016103915,2020-01-30
0.0193158752131763,2020-01-31
0.0265591814610309,2020-02-01
0.00659228985148541,2020-02-02
-0.0032416098814414,2020-02-03
0.0761759485719971,2020-02-04
0.038936450737431,2020-02-05
0.0477581457263225,2020-02-06
0.00188599231774678,2020-02-07
0.0240514200292115,2020-02-08
-0.0223669964239921,2020-02-09
0.0536880834763638,2020-02-10
0.118060130570377,2020-02-11
0.0100960103571284,2020-02-12
0.0583825649388681,2020-02-13
-0.0710347232430371,2020-02-14
-0.0184284605116183,2020-02-15
0.0245850666366447,2020-02-16
0.0568488573163943,2020-02-17
-0.0819370888380782,2020-02-18
-0.00700975207411325,2020-02-19
0.029230050987004,2020-02-20
-0.0123839042109779,2020-02-21
0.0426206081674332,2020-02-22
-0.0316842274271281,2020-02-23
-0.0678532378538668,2020-02-24
-0.0935737257680156,2020-02-25
0.00474384681623885,2020-02-26
3.12890078344452e-05,2020-02-27
-0.0309556628039687,2020-02-28
-0.00400126684225999,2020-02-29
0.0516160851748264,2020-03-01
-0.0267685730377636,2020-03-02
0.000170802693227223,2020-03-03
0.0209366741656609,2020-03-04
0.0603283894983475,2020-03-05
-0.0235676286898121,2020-03-06
-0.169896480598932,2020-03-07
0.00644328677473638,2020-03-08
-0.00605377488326475,2020-03-09
-0.0298211110019553,2020-03-10
-0.550731744131218,2020-03-11
0.170271987198928,2020-03-12
-0.0771961118101237,2020-03-13
0.0153574280540711,2020-03-14
-0.124053496424482,2020-03-15
0.0297229315503387,2020-03-16
0.00786350119476786,2020-03-17
0.173452353718712,2020-03-18
-0.0286409903920379,2020-03-19
0.000614130656674483,2020-03-20
-0.0741932360192088,2020-03-21
0.0898279139588407,2020-03-22
0.0281364348922724,2020-03-23
-0.0186619967712165,2020-03-24
0.0157760055246579,2020-03-25
-0.032493656516877,2020-03-26
-0.0222823468229905,2020-03-27
-0.0421215026029858,2020-03-28
0.0566584023680656,2020-03-29
0.00517097506238606,2020-03-30
0.015162042562137,2020-03-31
0.0460681246713772,2020-04-01
0.000437596099369664,2020-04-02
0.021775768227549,2020-04-03
-0.011585598693248,2020-04-04
0.164042373925014,2020-04-05
-0.0241392899990611,2020-04-06
0.0446554489045656,2020-04-07
-0.0106834672656877,2020-04-08
-0.0753330639643508,2020-04-09
-0.00124073510458977,2020-04-10
0.0183272993584875,2020-04-11
-0.0306421783388799,2020-04-12
0.00839084194174333,2020-04-13
-0.027725968297923,2020-04-14
0.116097749875355,2020-04-15
-0.00301806568819796,2020-04-16
0.0852576364139761,2020-04-17
-0.0287597817444034,2020-04-18
-0.0526681520898968,2020-04-19
0.00255357520526811,2020-04-20
0.0555213978279916,2020-04-21
0.0132151288765652,2020-04-22
0.0224890786717262,2020-04-23
0.0326387926856881,2020-04-24
0.00917562108316172,2020-04-25
-0.000470514888973206,2020-04-26
0.00601899340644962,2020-04-27
0.0893881794942919,2020-04-28
-0.0441279110821009,2020-04-29
0.0313762968883422,2020-04-30
0.00515094245220915,2020-05-01
